Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,Relative Time,cluster,dbscan_cluster,anomaly
192.168.29.59,192.168.29.1,TCP,62949,53,100,1750930531.118696,0,0,1
192.168.29.59,192.168.29.1,TCP,62950,53,100,1750930531.118963,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62951,66,1750930531.123868,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62945,54,1750930531.123868,0,0,1
192.168.29.59,192.168.29.1,TCP,62951,53,54,1750930531.124384,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62946,54,1750930531.1247,0,0,1
192.168.29.59,192.168.29.1,TCP,62951,53,100,1750930531.124929,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62947,54,1750930531.126346,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62948,54,1750930531.128213,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62952,66,1750930531.128213,0,0,1
192.168.29.59,192.168.29.1,TCP,62952,53,54,1750930531.128684,0,0,1
192.168.29.59,192.168.29.1,TCP,62952,53,100,1750930531.129319,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62949,54,1750930531.134696,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62950,54,1750930531.136382,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62953,66,1750930531.136675,0,0,1
192.168.29.59,192.168.29.1,TCP,62953,53,54,1750930531.137086,0,0,1
192.168.29.59,192.168.29.1,TCP,62953,53,100,1750930531.13781,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62951,54,1750930531.145086,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62946,55,1750930531.146792,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62945,55,1750930531.147082,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62952,54,1750930531.147785,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62953,54,1750930531.15868,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62948,55,1750930531.15868,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62947,55,1750930531.15868,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62949,55,1750930531.15868,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62950,55,1750930531.160779,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62951,55,1750930531.165908,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62952,55,1750930531.179081,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62953,55,1750930531.179081,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.184722,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,240,1750930531.185173,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.185691,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,226,1750930531.185979,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.186465,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,240,1750930531.186774,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.187291,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,225,1750930531.187547,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.187936,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,259,1750930531.188201,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.188593,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,261,1750930531.188861,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930531.189301,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,262,1750930531.189555,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930531.19011,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,252,1750930531.190453,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930531.190912,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,252,1750930531.191154,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.191547,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,256,1750930531.191758,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.192141,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,257,1750930531.192375,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.192772,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,257,1750930531.19305,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.193587,0,0,1
192.168.29.59,192.168.29.1,TCP,62946,53,54,1750930531.193663,0,0,1
192.168.29.59,192.168.29.1,TCP,62945,53,54,1750930531.193805,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,255,1750930531.193902,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930531.194385,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,253,1750930531.194617,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.195048,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,259,1750930531.195275,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.195636,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,260,1750930531.195841,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930531.196256,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,253,1750930531.196523,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62946,115,1750930531.196722,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62945,127,1750930531.196722,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930531.196934,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,262,1750930531.197177,0,0,1
192.168.29.59,192.168.29.1,TCP,62945,53,54,1750930531.19803,0,0,1
192.168.29.59,192.168.29.1,TCP,62946,53,54,1750930531.198242,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62946,54,1750930531.200158,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62945,54,1750930531.200471,0,0,1
192.168.29.59,192.168.29.1,TCP,62946,53,54,1750930531.200614,0,0,1
192.168.29.59,192.168.29.1,TCP,62945,53,54,1750930531.200934,0,0,1
192.168.29.59,192.168.29.1,TCP,62948,53,54,1750930531.202719,0,0,1
192.168.29.59,192.168.29.1,TCP,62947,53,54,1750930531.202846,0,0,1
192.168.29.59,192.168.29.1,TCP,62949,53,54,1750930531.202884,0,0,1
192.168.29.59,192.168.29.1,TCP,62950,53,54,1750930531.202915,0,0,1
192.168.29.59,192.168.29.1,TCP,62951,53,54,1750930531.211535,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62948,127,1750930531.211655,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62947,156,1750930531.211655,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62949,115,1750930531.211655,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62950,156,1750930531.211655,0,0,1
192.168.29.59,192.168.29.1,TCP,62950,53,54,1750930531.212919,0,0,1
192.168.29.59,192.168.29.1,TCP,62948,53,54,1750930531.21322,0,0,1
192.168.29.59,192.168.29.1,TCP,62949,53,54,1750930531.213344,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62951,127,1750930531.213381,0,0,1
192.168.29.59,192.168.29.1,TCP,62947,53,54,1750930531.213626,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62948,54,1750930531.216259,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62947,54,1750930531.216777,0,0,1
192.168.29.59,192.168.29.1,TCP,62951,53,54,1750930531.216881,0,0,1
192.168.29.59,192.168.29.1,TCP,62948,53,54,1750930531.216995,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62949,54,1750930531.217049,0,0,1
192.168.29.59,192.168.29.1,TCP,62947,53,54,1750930531.217238,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62950,54,1750930531.217263,0,0,1
192.168.29.59,192.168.29.1,TCP,62949,53,54,1750930531.217517,0,0,1
192.168.29.59,192.168.29.1,TCP,62950,53,54,1750930531.217928,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62951,54,1750930531.221649,0,0,1
192.168.29.59,192.168.29.1,TCP,62951,53,54,1750930531.222182,0,0,1
192.168.29.59,192.168.29.1,TCP,62952,53,54,1750930531.227012,0,0,1
192.168.29.59,192.168.29.1,TCP,62953,53,54,1750930531.22718,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62952,115,1750930531.23745,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62953,156,1750930531.23745,0,0,1
192.168.29.59,192.168.29.1,TCP,62952,53,54,1750930531.23852,0,0,1
192.168.29.59,192.168.29.1,TCP,62953,53,54,1750930531.239144,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62952,54,1750930531.240923,0,0,1
192.168.29.59,192.168.29.1,TCP,62952,53,54,1750930531.241406,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62953,54,1750930531.241816,0,0,1
192.168.29.59,192.168.29.1,TCP,62953,53,54,1750930531.242294,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.242513,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930531.242513,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930531.242513,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930531.242513,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.242945,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.245989,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,135,1750930531.245989,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930531.245989,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930531.245989,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.246783,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.247107,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930531.24725,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930531.248652,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,143,1750930531.248652,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930531.248652,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930531.248652,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930531.248652,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930531.248652,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,141,1750930531.248652,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249251,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249484,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249601,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249716,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930531.250651,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.250651,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.252134,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.256365,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.292967,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,1514,1750930531.302955,1,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,695,1750930531.302955,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.30346,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.419384,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,731,1750930531.41984,0,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.478021,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.478021,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930531.478021,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.479581,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.480388,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.480815,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.480815,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,331,1750930531.480815,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.539042,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.539042,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930531.539583,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.539907,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.670004,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.670421,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.670421,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,594,1750930531.670421,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.726105,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.726418,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.726418,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930531.726821,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.727098,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.952498,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.952946,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.952946,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,601,1750930531.952946,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.010071,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.010071,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.012957,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.012957,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.013469,0,0,1
192.168.29.59,192.168.29.1,TCP,62957,53,66,1750930532.028022,0,0,1
192.168.29.59,192.168.29.1,TCP,62958,53,66,1750930532.028565,0,0,1
192.168.29.59,192.168.29.1,TCP,62959,53,66,1750930532.029222,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62957,66,1750930532.034072,0,0,1
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.034479,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62958,66,1750930532.034891,0,0,1
192.168.29.59,192.168.29.1,TCP,62957,53,100,1750930532.035193,0,0,1
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.035273,0,0,1
192.168.29.59,192.168.29.1,TCP,62958,53,100,1750930532.035838,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62959,66,1750930532.036854,0,0,1
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.03726,0,0,1
192.168.29.59,192.168.29.1,TCP,62959,53,100,1750930532.037868,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62957,54,1750930532.040781,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62958,54,1750930532.04365,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62959,54,1750930532.04655,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62958,55,1750930532.063097,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62957,55,1750930532.063874,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62959,55,1750930532.073666,0,0,1
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.117202,0,0,1
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.11737,0,0,1
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.117439,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62958,115,1750930532.125672,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62957,127,1750930532.125672,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62959,149,1750930532.125672,0,0,1
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.128261,0,0,1
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.128531,0,0,1
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.128766,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.130388,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62959,54,1750930532.130451,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.130746,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.130746,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1137,1750930532.130746,1,0,-1
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.130933,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62957,54,1750930532.133563,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62958,54,1750930532.133563,0,0,1
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.134216,0,0,1
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.134215,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.188956,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.188956,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930532.188956,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930532.188956,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.189408,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.189933,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.190374,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.190374,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1143,1750930532.190374,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.190979,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.191329,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.191329,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1150,1750930532.191329,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.191881,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,278,1750930532.192145,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.19254,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.1928,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.1928,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1157,1750930532.1928,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.193304,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.193603,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.193603,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1191,1750930532.193603,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.246002,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.246311,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.246799,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.247056,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.253317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930532.253317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.253317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930532.253317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.253317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930532.253317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.253317,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.253317,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.253977,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.254195,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.254321,0,0,1
192.168.29.59,192.168.29.1,TCP,62961,53,66,1750930532.257746,0,0,1
192.168.29.59,192.168.29.1,TCP,62962,53,66,1750930532.258311,0,0,1
192.168.29.59,192.168.29.1,TCP,62963,53,66,1750930532.258944,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62961,66,1750930532.266402,0,0,1
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.266733,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62962,66,1750930532.26696,0,0,1
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.267271,0,0,1
192.168.29.59,192.168.29.1,TCP,62961,53,88,1750930532.267547,0,0,1
192.168.29.59,192.168.29.1,TCP,62962,53,88,1750930532.267966,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62963,66,1750930532.270529,0,0,1
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.270928,0,0,1
192.168.29.59,192.168.29.1,TCP,62963,53,88,1750930532.271674,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62961,54,1750930532.277179,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62962,54,1750930532.277179,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62963,54,1750930532.278014,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62961,55,1750930532.294282,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62962,55,1750930532.303051,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62963,55,1750930532.308881,0,0,1
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.343338,0,0,1
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.343523,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62961,136,1750930532.346086,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62962,124,1750930532.346086,0,0,1
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.347157,0,0,1
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.347309,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62962,54,1750930532.349106,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62961,54,1750930532.349453,0,0,1
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.349654,0,0,1
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.349904,0,0,1
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.352103,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62963,158,1750930532.354724,0,0,1
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.356009,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62963,54,1750930532.363939,0,0,1
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.364382,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930532.767583,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.867122,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,727,1750930532.867773,0,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.92621,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.92621,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930532.92621,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930532.92621,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.926744,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930532.927108,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,184,1750930532.927387,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.983314,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.984314,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930532.984314,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.984562,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.096237,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,274,1750930533.096595,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.155127,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.155127,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.155127,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.155645,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.156172,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,271,1750930533.156691,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.216334,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.216334,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930533.216334,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930533.216334,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.216994,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.259676,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.321545,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,258,1750930533.321789,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.322044,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,205,1750930533.322163,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.322378,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.322494,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.322494,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1212,1750930533.322494,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,135,1750930533.379272,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.379588,1,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930533.384012,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930533.384012,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,379,1750930533.384012,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,143,1750930533.384012,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.384535,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.384751,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.428203,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.437774,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.490321,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,151,1750930533.490721,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.491154,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,222,1750930533.491419,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.547546,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.547546,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930533.547546,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.547546,0,0,1
