Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,Relative Time,cluster,dbscan_cluster,anomaly
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930537.729716,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930537.729716,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930537.729716,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.730174,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930537.730842,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,227,1750930537.731212,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.789129,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930537.789129,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930537.789129,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.789644,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930537.790402,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,275,1750930537.79079,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930537.7913,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,275,1750930537.791561,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930537.86007,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930537.86007,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930537.86007,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930537.86007,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930537.86007,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.860684,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930537.860953,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.240764,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,799,1750930538.241129,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.301974,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.301974,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930538.301974,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.302301,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.408939,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,766,1750930538.409531,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.410381,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,739,1750930538.410968,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930538.411841,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,218,1750930538.412636,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930538.413575,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,220,1750930538.414145,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930538.414992,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,316,1750930538.415328,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.416114,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930538.41678,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,683,1750930538.41678,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.466608,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.466608,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930538.466608,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930538.466608,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.467121,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.467671,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.467671,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930538.467671,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.467743,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.468063,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,237,1750930538.468187,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930538.468444,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.468674,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,225,1750930538.468927,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.469372,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,225,1750930538.469872,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.470704,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.470704,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930538.470704,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930538.470704,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.47147,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930538.47147,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.4728,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.486534,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.515375,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,751,1750930538.524767,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.524767,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.524767,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.525331,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.525404,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.525622,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.526345,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,770,1750930538.526808,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930538.5284,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930538.5284,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,143,1750930538.5284,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.5284,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.5284,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930538.5284,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.529165,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.529444,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.578692,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.583823,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.583823,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930538.584211,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.58451,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.69584,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,963,1750930538.696222,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.758153,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.758153,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930538.758153,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.75877,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.88437,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930538.884902,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930538.884902,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,331,1750930538.884902,0,0,1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930538.916048,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.940656,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.940656,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.940931,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930538.941191,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930538.941472,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.941712,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1277,1750930538.942148,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.942617,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1369,1750930538.943034,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930538.998702,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930538.998702,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930538.999583,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930538.999811,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.000077,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.000077,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,594,1750930539.000077,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.001262,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930539.001262,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.001744,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930539.00267,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.00293,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930539.059741,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.059741,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930539.059741,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.06026,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.247799,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.248159,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.248159,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,601,1750930539.248159,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930539.306054,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.306054,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930539.306054,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930539.306054,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.306485,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.350739,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.495042,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.495663,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.495663,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1137,1750930539.495663,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930539.553736,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.553736,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930539.553736,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.554356,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.55488,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.555378,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.555378,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1143,1750930539.555378,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.556058,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,733,1750930539.556379,0,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.556864,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.557208,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.557208,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1150,1750930539.557208,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.557839,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,278,1750930539.558134,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930539.611299,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.611943,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.612946,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930539.613155,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930539.613155,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.613339,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.613339,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1157,1750930539.613339,1,0,-1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.613601,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930539.614049,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.614409,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930539.614409,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1191,1750930539.614409,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930539.61471,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930539.61471,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.616894,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930539.616894,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.629795,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.67096,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930539.671561,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.67183,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930539.672491,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930539.673346,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930539.673642,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930540.708837,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,257,1750930540.709193,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930540.709606,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,205,1750930540.709973,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930540.766909,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930540.766909,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930540.767992,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930540.768367,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930540.768367,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1212,1750930540.768367,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930540.768467,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930540.768467,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,143,1750930540.768467,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930540.768889,0,0,1
192.168.29.59,74.125.250.247,UDP,63474,3478,162,1750930540.772383,0,0,1
74.125.250.247,192.168.29.59,UDP,3478,63474,106,1750930540.801327,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930540.814086,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930540.824651,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930540.824651,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930540.825133,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930540.825437,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930540.937214,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930540.937894,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930540.937894,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1266,1750930540.937894,1,0,-1
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930540.958684,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930540.996572,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930540.996572,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930540.996572,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930540.997901,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930540.998673,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930540.999252,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930540.999252,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1350,1750930540.999252,1,0,-1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930541.060049,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930541.060049,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930541.060049,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930541.060049,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930541.06102,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930541.232976,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,205,1750930541.233391,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930541.289965,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930541.290376,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,262,1750930541.290819,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930541.291149,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930541.421988,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,336,1750930541.422606,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930541.480055,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930541.480055,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930541.480055,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930541.480519,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930541.76485,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930541.765378,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,619,1750930541.765378,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930541.824418,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930541.824418,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930541.824418,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930541.825054,0,0,1
192.168.29.59,192.168.29.1,TCP,62970,53,66,1750930542.022574,0,0,1
192.168.29.59,192.168.29.1,TCP,62971,53,66,1750930542.023132,0,0,1
192.168.29.59,192.168.29.1,TCP,62972,53,66,1750930542.023556,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930542.03188,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,267,1750930542.032986,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62970,66,1750930542.035413,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62971,66,1750930542.035413,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62972,66,1750930542.035413,0,0,1
192.168.29.59,192.168.29.1,TCP,62970,53,54,1750930542.036257,0,0,1
192.168.29.59,192.168.29.1,TCP,62971,53,54,1750930542.036413,0,0,1
192.168.29.59,192.168.29.1,TCP,62972,53,54,1750930542.036472,0,0,1
192.168.29.59,192.168.29.1,TCP,62970,53,95,1750930542.036621,0,0,1
192.168.29.59,192.168.29.1,TCP,62971,53,95,1750930542.036712,0,0,1
192.168.29.59,192.168.29.1,TCP,62972,53,95,1750930542.036905,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62970,54,1750930542.043033,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62971,54,1750930542.047034,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62972,54,1750930542.047549,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62970,55,1750930542.070791,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62972,55,1750930542.08033,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62971,55,1750930542.082656,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930542.09037,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930542.09037,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930542.09037,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,157,1750930542.09037,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.091009,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930542.091632,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,350,1750930542.092175,0,0,1
192.168.29.59,192.168.29.1,TCP,62970,53,54,1750930542.112685,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62970,189,1750930542.114221,0,0,1
192.168.29.59,192.168.29.1,TCP,62970,53,54,1750930542.115038,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62970,54,1750930542.117556,0,0,1
192.168.29.59,192.168.29.1,TCP,62970,53,54,1750930542.117985,0,0,1
192.168.29.59,192.168.29.1,TCP,62972,53,54,1750930542.126624,0,0,1
192.168.29.59,192.168.29.1,TCP,62971,53,54,1750930542.126755,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62972,189,1750930542.129871,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62971,147,1750930542.129871,0,0,1
192.168.29.59,192.168.29.1,TCP,62972,53,54,1750930542.130772,0,0,1
192.168.29.59,192.168.29.1,TCP,62971,53,54,1750930542.131064,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,66,1750930542.131631,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62972,54,1750930542.135437,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62971,54,1750930542.135437,0,0,1
192.168.29.59,192.168.29.1,TCP,62972,53,54,1750930542.13603,0,0,1
192.168.29.59,192.168.29.1,TCP,62971,53,54,1750930542.136031,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930542.147793,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930542.147793,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930542.148225,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930542.148225,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.148592,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,66,1750930542.167641,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,54,1750930542.167925,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,571,1750930542.18228,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.188891,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,54,1750930542.250674,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.250674,1,0,-1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.250674,1,0,-1
151.101.157.91,192.168.29.59,TCP,443,62973,1123,1750930542.2545,1,0,-1
192.168.29.59,151.101.157.91,TCP,62973,443,54,1750930542.254957,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930542.256458,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930542.256824,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,624,1750930542.256824,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,118,1750930542.287973,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,100,1750930542.294209,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,91,1750930542.294484,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,89,1750930542.294591,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,109,1750930542.294673,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,590,1750930542.296464,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930542.316923,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930542.316923,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930542.316923,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930542.316923,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,54,1750930542.316923,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.317582,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930542.318266,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,135,1750930542.318611,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,54,1750930542.32197,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,54,1750930542.32197,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,54,1750930542.32197,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,54,1750930542.32197,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,119,1750930542.32197,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,85,1750930542.32197,0,0,1
192.168.29.59,151.101.157.91,TCP,62973,443,54,1750930542.322699,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,467,1750930542.32298,0,0,-1
192.168.29.59,151.101.157.91,TCP,62973,443,85,1750930542.323165,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.32385,1,0,-1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.32385,1,0,-1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.32385,1,0,-1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.32385,1,0,-1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.328096,1,0,-1
151.101.157.91,192.168.29.59,TCP,443,62973,1510,1750930542.328096,1,0,-1
192.168.29.59,151.101.157.91,TCP,62973,443,54,1750930542.328463,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,1015,1750930542.331999,1,0,-1
192.168.29.59,151.101.157.91,TCP,62973,443,54,1750930542.332521,0,0,1
151.101.157.91,192.168.29.59,TCP,443,62973,54,1750930542.357865,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930542.37691,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930542.37691,0,0,1
202.163.7.42,192.168.29.59,TCP,443,61453,254,1750930542.37691,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930542.377419,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930542.487536,0,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930542.488059,1,0,1
192.168.29.59,202.163.7.42,TCP,61453,443,63,1750930542.488059,0,0,1
192.168.29.59,192.168.29.1,TCP,62974,53,66,1750930542.496632,0,0,1
192.168.29.59,192.168.29.1,TCP,62975,53,66,1750930542.497482,0,0,1
192.168.29.59,192.168.29.1,TCP,62976,53,66,1750930542.498166,0,0,1
192.168.29.1,192.168.29.59,TCP,53,62974,66,1750930542.503822,0,0,1
