Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,Relative Time
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930514.334802
192.168.29.59,74.125.250.247,UDP,63474,3478,162,1750930515.601366
74.125.250.247,192.168.29.59,UDP,3478,63474,106,1750930515.629509
192.168.29.59,79.133.171.13,TCP,62904,443,66,1750930516.056282
79.133.171.13,192.168.29.59,TCP,443,62904,58,1750930516.247315
192.168.29.59,79.133.171.13,TCP,62904,443,54,1750930516.247649
192.168.29.59,79.133.171.13,TCP,62904,443,625,1750930516.248845
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930516.382221
79.133.171.13,192.168.29.59,TCP,443,62904,204,1750930516.439263
192.168.29.59,79.133.171.13,TCP,62904,443,105,1750930516.439873
192.168.29.59,79.133.171.13,TCP,62904,443,107,1750930516.440116
192.168.29.59,79.133.171.13,TCP,62904,443,110,1750930516.440183
192.168.29.59,79.133.171.13,TCP,62904,443,96,1750930516.440244
192.168.29.59,79.133.171.13,TCP,62904,443,252,1750930516.440336
192.168.29.59,79.133.171.13,TCP,62904,443,1514,1750930516.440433
192.168.29.59,79.133.171.13,TCP,62904,443,1514,1750930516.440433
192.168.29.59,79.133.171.13,TCP,62904,443,934,1750930516.440433
79.133.171.13,192.168.29.59,TCP,443,62904,54,1750930516.631188
79.133.171.13,192.168.29.59,TCP,443,62904,145,1750930516.632314
79.133.171.13,192.168.29.59,TCP,443,62904,231,1750930516.632781
192.168.29.59,79.133.171.13,TCP,62904,443,92,1750930516.633074
192.168.29.59,79.133.171.13,TCP,62904,443,54,1750930516.679898
79.133.171.13,192.168.29.59,TCP,443,62904,54,1750930516.865583
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930518.430591
192.168.29.14,224.0.0.251,UDP,5353,5353,100,1750930519.454257
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930520.478455
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930522.528298
192.168.29.59,52.182.143.213,TCP,62905,443,66,1750930523.310877
52.182.143.213,192.168.29.59,TCP,443,62905,66,1750930523.575498
192.168.29.59,52.182.143.213,TCP,62905,443,54,1750930523.575855
192.168.29.59,52.182.143.213,TCP,62905,443,611,1750930523.584326
52.182.143.213,192.168.29.59,TCP,443,62905,1514,1750930523.854367
52.182.143.213,192.168.29.59,TCP,443,62905,1514,1750930523.854367
192.168.29.59,52.182.143.213,TCP,62905,443,54,1750930523.854651
192.168.29.59,52.182.143.213,TCP,62905,443,66,1750930523.854787
52.182.143.213,192.168.29.59,TCP,443,62905,1514,1750930523.855121
192.168.29.59,52.182.143.213,TCP,62905,443,66,1750930523.855288
52.182.143.213,192.168.29.59,TCP,443,62905,617,1750930523.85578
192.168.29.59,52.182.143.213,TCP,62905,443,66,1750930523.855895
52.182.143.213,192.168.29.59,TCP,443,62905,1514,1750930523.856054
192.168.29.59,52.182.143.213,TCP,62905,443,54,1750930523.856171
192.168.29.59,52.182.143.213,TCP,62905,443,134,1750930523.894386
192.168.29.59,52.182.143.213,TCP,62905,443,504,1750930523.894505
192.168.29.59,52.182.143.213,TCP,62905,443,677,1750930523.894536
52.182.143.213,192.168.29.59,TCP,443,62905,54,1750930524.152456
52.182.143.213,192.168.29.59,TCP,443,62905,157,1750930524.15279
52.182.143.213,192.168.29.59,TCP,443,62905,101,1750930524.15279
192.168.29.59,52.182.143.213,TCP,62905,443,54,1750930524.15305
192.168.29.59,52.182.143.213,TCP,62905,443,54,1750930524.153226
52.182.143.213,192.168.29.59,TCP,443,62905,54,1750930524.153536
52.182.143.213,192.168.29.59,TCP,443,62905,574,1750930524.155281
192.168.29.59,52.182.143.213,TCP,62905,443,54,1750930524.155551
192.168.29.59,192.168.29.1,TCP,62906,53,66,1750930524.562538
192.168.29.59,192.168.29.1,TCP,62907,53,66,1750930524.562838
192.168.29.59,192.168.29.1,TCP,62908,53,66,1750930524.563056
192.168.29.1,192.168.29.59,TCP,53,62906,66,1750930524.578943
192.168.29.1,192.168.29.59,TCP,53,62907,66,1750930524.578943
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930524.578943
192.168.29.1,192.168.29.59,TCP,53,62908,66,1750930524.578943
192.168.29.59,192.168.29.1,TCP,62906,53,54,1750930524.579304
192.168.29.59,192.168.29.1,TCP,62907,53,54,1750930524.579414
192.168.29.59,192.168.29.1,TCP,62908,53,54,1750930524.579449
192.168.29.59,192.168.29.1,TCP,62907,53,88,1750930524.579673
192.168.29.59,192.168.29.1,TCP,62908,53,88,1750930524.579674
192.168.29.59,192.168.29.1,TCP,62906,53,88,1750930524.579792
192.168.29.1,192.168.29.59,TCP,53,62907,54,1750930524.599064
192.168.29.1,192.168.29.59,TCP,53,62907,55,1750930524.599064
192.168.29.1,192.168.29.59,TCP,53,62908,54,1750930524.599064
192.168.29.1,192.168.29.59,TCP,53,62906,54,1750930524.599064
192.168.29.1,192.168.29.59,TCP,53,62906,55,1750930524.599064
192.168.29.1,192.168.29.59,TCP,53,62908,55,1750930524.617647
192.168.29.59,192.168.29.1,TCP,62907,53,54,1750930524.644686
192.168.29.59,192.168.29.1,TCP,62906,53,54,1750930524.64481
192.168.29.1,192.168.29.59,TCP,53,62907,103,1750930524.647533
192.168.29.1,192.168.29.59,TCP,53,62906,115,1750930524.648097
192.168.29.59,192.168.29.1,TCP,62907,53,54,1750930524.648822
192.168.29.59,192.168.29.1,TCP,62906,53,54,1750930524.648983
192.168.29.1,192.168.29.59,TCP,53,62907,54,1750930524.651723
192.168.29.1,192.168.29.59,TCP,53,62906,54,1750930524.651723
192.168.29.59,192.168.29.1,TCP,62906,53,54,1750930524.65208
192.168.29.59,192.168.29.1,TCP,62907,53,54,1750930524.652137
192.168.29.59,192.168.29.1,TCP,62908,53,54,1750930524.661169
192.168.29.1,192.168.29.59,TCP,53,62908,112,1750930524.662599
192.168.29.59,192.168.29.1,TCP,62908,53,54,1750930524.663087
192.168.29.1,192.168.29.59,TCP,53,62908,54,1750930524.665034
192.168.29.59,192.168.29.1,TCP,62908,53,54,1750930524.665353
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930524.823209
192.168.29.59,202.163.7.42,TCP,61453,443,352,1750930524.823501
202.163.7.42,192.168.29.59,TCP,443,61453,54,1750930524.884317
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930524.88454
202.163.7.42,192.168.29.59,TCP,443,61453,203,1750930524.884883
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930524.884982
202.163.7.42,192.168.29.59,TCP,443,61453,192,1750930524.885226
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930524.938649
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930525.001875
192.168.29.59,202.163.7.42,TCP,61453,443,298,1750930525.002248
202.163.7.42,192.168.29.59,TCP,443,61453,54,1750930525.061344
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930525.061344
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930525.062476
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930525.062476
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930525.062675
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930525.109965
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930525.17618
192.168.29.59,202.163.7.42,TCP,61453,443,301,1750930525.176467
202.163.7.42,192.168.29.59,TCP,443,61453,54,1750930525.233844
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930525.2342
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930525.234456
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930525.234652
192.168.29.59,192.168.29.1,TCP,62911,53,66,1750930525.321753
192.168.29.59,192.168.29.1,TCP,62912,53,66,1750930525.322099
192.168.29.59,192.168.29.1,TCP,62913,53,66,1750930525.322354
192.168.29.1,192.168.29.59,TCP,53,62911,66,1750930525.330043
192.168.29.59,192.168.29.1,TCP,62911,53,54,1750930525.330277
192.168.29.59,192.168.29.1,TCP,62911,53,100,1750930525.331647
192.168.29.1,192.168.29.59,TCP,53,62912,66,1750930525.332084
192.168.29.1,192.168.29.59,TCP,53,62913,66,1750930525.332084
192.168.29.59,192.168.29.1,TCP,62912,53,54,1750930525.332343
192.168.29.59,192.168.29.1,TCP,62913,53,54,1750930525.332422
192.168.29.59,192.168.29.1,TCP,62912,53,100,1750930525.335104
192.168.29.1,192.168.29.59,TCP,53,62911,54,1750930525.336062
192.168.29.59,192.168.29.1,TCP,62913,53,100,1750930525.336458
192.168.29.1,192.168.29.59,TCP,53,62912,54,1750930525.34194
192.168.29.1,192.168.29.59,TCP,53,62913,54,1750930525.346463
192.168.29.1,192.168.29.59,TCP,53,62911,55,1750930525.363344
192.168.29.1,192.168.29.59,TCP,53,62912,55,1750930525.363588
192.168.29.1,192.168.29.59,TCP,53,62913,55,1750930525.367042
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930525.401253
192.168.29.59,202.163.7.42,TCP,61453,443,302,1750930525.401491
192.168.29.59,192.168.29.1,TCP,62911,53,54,1750930525.406469
192.168.29.59,192.168.29.1,TCP,62912,53,54,1750930525.406599
192.168.29.59,192.168.29.1,TCP,62913,53,54,1750930525.406641
192.168.29.1,192.168.29.59,TCP,53,62911,127,1750930525.40911
192.168.29.1,192.168.29.59,TCP,53,62912,115,1750930525.40911
192.168.29.1,192.168.29.59,TCP,53,62913,156,1750930525.40911
192.168.29.59,192.168.29.1,TCP,62912,53,54,1750930525.40987
192.168.29.59,192.168.29.1,TCP,62913,53,54,1750930525.409982
192.168.29.59,192.168.29.1,TCP,62911,53,54,1750930525.41005
192.168.29.1,192.168.29.59,TCP,53,62913,54,1750930525.41186
192.168.29.1,192.168.29.59,TCP,53,62912,54,1750930525.412042
192.168.29.59,192.168.29.1,TCP,62913,53,54,1750930525.412127
192.168.29.59,192.168.29.1,TCP,62912,53,54,1750930525.412293
192.168.29.1,192.168.29.59,TCP,53,62911,54,1750930525.412465
192.168.29.59,192.168.29.1,TCP,62911,53,54,1750930525.412647
202.163.7.42,192.168.29.59,TCP,443,61453,54,1750930525.459214
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930525.460004
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930525.46027
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930525.460436
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930525.586509
192.168.29.59,202.163.7.42,TCP,61453,443,303,1750930525.587581
202.163.7.42,192.168.29.59,TCP,443,61453,54,1750930525.644089
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930525.644973
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930525.645755
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930525.645755
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930525.645981
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930525.69016
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930525.839447
192.168.29.59,202.163.7.42,TCP,61453,443,304,1750930525.840984
202.163.7.42,192.168.29.59,TCP,443,61453,54,1750930525.898064
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930525.898503
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930525.898503
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930525.898745
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930526.007304
192.168.29.59,202.163.7.42,TCP,61453,443,305,1750930526.007637
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930526.06352
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930526.06352
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930526.064237
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930526.064237
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930526.064416
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930526.10993
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930526.168148
192.168.29.59,202.163.7.42,TCP,61453,443,306,1750930526.169034
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930526.232256
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930526.232256
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930526.232256
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930526.232256
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930526.232741
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930526.27543
192.168.29.59,192.168.29.1,TCP,62915,53,66,1750930526.411735
192.168.29.59,192.168.29.1,TCP,62916,53,66,1750930526.412266
192.168.29.59,192.168.29.1,TCP,62917,53,66,1750930526.412634
192.168.29.1,192.168.29.59,TCP,53,62915,66,1750930526.422653
192.168.29.1,192.168.29.59,TCP,53,62916,66,1750930526.422653
192.168.29.59,192.168.29.1,TCP,62915,53,54,1750930526.423008
192.168.29.59,192.168.29.1,TCP,62916,53,54,1750930526.423123
192.168.29.1,192.168.29.59,TCP,53,62917,66,1750930526.423343
192.168.29.59,192.168.29.1,TCP,62917,53,54,1750930526.423484
192.168.29.59,192.168.29.1,TCP,62915,53,109,1750930526.424574
192.168.29.59,192.168.29.1,TCP,62916,53,109,1750930526.424712
192.168.29.59,192.168.29.1,TCP,62917,53,109,1750930526.424836
192.168.29.1,192.168.29.59,TCP,53,62915,54,1750930526.432162
192.168.29.1,192.168.29.59,TCP,53,62916,54,1750930526.437897
192.168.29.1,192.168.29.59,TCP,53,62917,54,1750930526.439449
192.168.29.1,192.168.29.59,TCP,53,62917,55,1750930526.463263
192.168.29.1,192.168.29.59,TCP,53,62916,55,1750930526.463263
192.168.29.1,192.168.29.59,TCP,53,62915,55,1750930526.463263
192.168.29.59,192.168.29.1,TCP,62917,53,54,1750930526.512086
192.168.29.59,192.168.29.1,TCP,62916,53,54,1750930526.512259
192.168.29.59,192.168.29.1,TCP,62915,53,54,1750930526.512355
192.168.29.1,192.168.29.59,TCP,53,62917,165,1750930526.514239
192.168.29.1,192.168.29.59,TCP,53,62916,364,1750930526.514556
192.168.29.1,192.168.29.59,TCP,53,62915,220,1750930526.514556
192.168.29.59,192.168.29.1,TCP,62917,53,54,1750930526.515017
192.168.29.59,192.168.29.1,TCP,62915,53,54,1750930526.515812
192.168.29.59,192.168.29.1,TCP,62916,53,54,1750930526.516019
192.168.29.1,192.168.29.59,TCP,53,62917,54,1750930526.51943
192.168.29.1,192.168.29.59,TCP,53,62915,54,1750930526.51943
192.168.29.1,192.168.29.59,TCP,53,62916,54,1750930526.51943
192.168.29.59,192.168.29.1,TCP,62917,53,54,1750930526.520086
192.168.29.59,192.168.29.1,TCP,62915,53,54,1750930526.520119
192.168.29.59,192.168.29.1,TCP,62916,53,54,1750930526.52024
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930526.557164
192.168.29.59,202.163.7.42,TCP,61453,443,381,1750930526.557524
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930526.614782
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930526.614782
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930526.615089
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930526.615348
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930526.625349
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930526.721714
192.168.29.59,202.163.7.42,TCP,61453,443,147,1750930526.722082
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930526.779034
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930526.779034
202.163.7.42,192.168.29.59,TCP,443,61453,254,1750930526.779573
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930526.779825
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930527.360251
192.168.29.59,202.163.7.42,TCP,61453,443,180,1750930527.361223
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930527.419504
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930527.419504
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930527.419504
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930527.420248
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930527.525109
192.168.29.59,202.163.7.42,TCP,61453,443,210,1750930527.525573
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930527.526389
192.168.29.59,202.163.7.42,TCP,61453,443,788,1750930527.526974
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930527.583042
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930527.583042
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930527.584267
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930527.584267
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930527.58464
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930527.629791
192.168.29.59,192.168.29.1,TCP,62919,53,66,1750930527.708406
192.168.29.59,192.168.29.1,TCP,62920,53,66,1750930527.708978
192.168.29.59,192.168.29.1,TCP,62921,53,66,1750930527.709485
192.168.29.1,192.168.29.59,TCP,53,62919,66,1750930527.72007
192.168.29.1,192.168.29.59,TCP,53,62920,66,1750930527.72007
192.168.29.1,192.168.29.59,TCP,53,62921,66,1750930527.72007
192.168.29.59,192.168.29.1,TCP,62919,53,54,1750930527.720853
192.168.29.59,192.168.29.1,TCP,62920,53,54,1750930527.721052
192.168.29.59,192.168.29.1,TCP,62921,53,54,1750930527.721127
192.168.29.59,192.168.29.1,TCP,62920,53,98,1750930527.721651
192.168.29.59,192.168.29.1,TCP,62919,53,98,1750930527.721743
192.168.29.59,192.168.29.1,TCP,62921,53,98,1750930527.722102
192.168.29.1,192.168.29.59,TCP,53,62920,54,1750930527.729683
192.168.29.1,192.168.29.59,TCP,53,62919,54,1750930527.73045
192.168.29.1,192.168.29.59,TCP,53,62921,54,1750930527.732134
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930527.742266
192.168.29.59,202.163.7.42,TCP,61453,443,243,1750930527.742663
192.168.29.1,192.168.29.59,TCP,53,62919,55,1750930527.751075
192.168.29.1,192.168.29.59,TCP,53,62920,55,1750930527.757176
192.168.29.1,192.168.29.59,TCP,53,62921,55,1750930527.760656
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930527.798525
192.168.29.59,192.168.29.1,TCP,62919,53,54,1750930527.798913
192.168.29.59,192.168.29.1,TCP,62920,53,54,1750930527.79907
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930527.800239
202.163.7.42,192.168.29.59,TCP,443,61453,258,1750930527.800239
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930527.800751
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930527.801117
192.168.29.59,202.163.7.42,TCP,61453,443,236,1750930527.801486
192.168.29.1,192.168.29.59,TCP,53,62919,154,1750930527.805312
192.168.29.1,192.168.29.59,TCP,53,62920,113,1750930527.805312
192.168.29.59,192.168.29.1,TCP,62920,53,54,1750930527.806572
192.168.29.59,192.168.29.1,TCP,62919,53,54,1750930527.806819
192.168.29.59,192.168.29.1,TCP,62921,53,54,1750930527.807071
192.168.29.1,192.168.29.59,TCP,53,62920,54,1750930527.810105
192.168.29.1,192.168.29.59,TCP,53,62921,122,1750930527.810105
192.168.29.1,192.168.29.59,TCP,53,62919,54,1750930527.810105
192.168.29.59,192.168.29.1,TCP,62920,53,54,1750930527.81076
192.168.29.59,192.168.29.1,TCP,62919,53,54,1750930527.810869
192.168.29.59,142.250.194.194,TCP,62922,443,66,1750930527.811729
192.168.29.59,192.168.29.1,TCP,62921,53,54,1750930527.81217
192.168.29.1,192.168.29.59,TCP,53,62921,54,1750930527.817056
192.168.29.59,192.168.29.1,TCP,62921,53,54,1750930527.817783
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930527.860599
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930527.860599
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930527.860599
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930527.860599
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930527.861086
142.250.194.194,192.168.29.59,TCP,443,62922,66,1750930527.868346
192.168.29.59,142.250.194.194,TCP,62922,443,54,1750930527.868815
192.168.29.59,142.250.194.194,TCP,62922,443,571,1750930527.879612
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930527.906785
142.250.194.194,192.168.29.59,TCP,443,62922,54,1750930527.936222
142.250.194.194,192.168.29.59,TCP,443,62922,1466,1750930527.945111
142.250.194.194,192.168.29.59,TCP,443,62922,1466,1750930527.945111
142.250.194.194,192.168.29.59,TCP,443,62922,1350,1750930527.945111
192.168.29.59,142.250.194.194,TCP,62922,443,54,1750930527.945687
192.168.29.59,142.250.194.194,TCP,62922,443,118,1750930527.994824
192.168.29.59,142.250.194.194,TCP,62922,443,100,1750930528.015866
192.168.29.59,142.250.194.194,TCP,62922,443,91,1750930528.016069
192.168.29.59,142.250.194.194,TCP,62922,443,89,1750930528.016142
192.168.29.59,142.250.194.194,TCP,62922,443,109,1750930528.016195
192.168.29.59,142.250.194.194,TCP,62922,443,742,1750930528.017096
142.250.194.194,192.168.29.59,TCP,443,62922,668,1750930528.047952
192.168.29.59,142.250.194.194,TCP,62922,443,85,1750930528.048889
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930528.064066
192.168.29.59,202.163.7.42,TCP,61453,443,359,1750930528.065303
142.250.194.194,192.168.29.59,TCP,443,62922,54,1750930528.070077
142.250.194.194,192.168.29.59,TCP,443,62922,94,1750930528.070378
142.250.194.194,192.168.29.59,TCP,443,62922,54,1750930528.076964
142.250.194.194,192.168.29.59,TCP,443,62922,54,1750930528.10266
192.168.29.59,142.250.194.194,TCP,62922,443,54,1750930528.117736
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930528.122774
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930528.122774
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930528.122774
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930528.122774
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.123387
142.250.194.194,192.168.29.59,TCP,443,62922,434,1750930528.143038
142.250.194.194,192.168.29.59,TCP,443,62922,85,1750930528.143038
142.250.194.194,192.168.29.59,TCP,443,62922,93,1750930528.143038
192.168.29.59,142.250.194.194,TCP,62922,443,54,1750930528.144969
192.168.29.59,142.250.194.194,TCP,62922,443,93,1750930528.147891
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.169209
192.168.29.59,192.168.29.1,TCP,62923,53,66,1750930528.19365
192.168.29.59,192.168.29.1,TCP,62924,53,66,1750930528.195204
192.168.29.59,192.168.29.1,TCP,62925,53,66,1750930528.196778
192.168.29.1,192.168.29.59,TCP,53,62923,66,1750930528.198325
192.168.29.59,192.168.29.1,TCP,62923,53,54,1750930528.198935
192.168.29.59,192.168.29.1,TCP,62923,53,102,1750930528.200096
192.168.29.1,192.168.29.59,TCP,53,62924,66,1750930528.203325
192.168.29.59,192.168.29.1,TCP,62924,53,54,1750930528.203902
192.168.29.59,192.168.29.1,TCP,62924,53,102,1750930528.204877
142.250.194.194,192.168.29.59,TCP,443,62922,54,1750930528.206874
192.168.29.1,192.168.29.59,TCP,53,62923,54,1750930528.206874
192.168.29.1,192.168.29.59,TCP,53,62925,66,1750930528.207495
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.208339
192.168.29.59,192.168.29.1,TCP,62925,53,102,1750930528.209249
192.168.29.1,192.168.29.59,TCP,53,62924,54,1750930528.210778
192.168.29.1,192.168.29.59,TCP,53,62925,54,1750930528.213363
192.168.29.59,202.163.7.42,TCP,61453,443,169,1750930528.232702
192.168.29.1,192.168.29.59,TCP,53,62924,55,1750930528.232995
192.168.29.59,202.163.7.42,TCP,61453,443,590,1750930528.233077
192.168.29.1,192.168.29.59,TCP,53,62923,55,1750930528.235559
192.168.29.1,192.168.29.59,TCP,53,62925,55,1750930528.236857
192.168.29.59,192.168.29.1,TCP,62924,53,54,1750930528.285133
192.168.29.59,192.168.29.1,TCP,62923,53,54,1750930528.285507
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.285618
192.168.29.1,192.168.29.59,TCP,53,62924,117,1750930528.289439
192.168.29.1,192.168.29.59,TCP,53,62923,129,1750930528.289439
192.168.29.1,192.168.29.59,TCP,53,62925,151,1750930528.289439
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930528.289439
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930528.289439
192.168.29.59,192.168.29.1,TCP,62924,53,54,1750930528.293457
192.168.29.59,192.168.29.1,TCP,62923,53,54,1750930528.294153
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.294646
202.163.7.42,192.168.29.59,TCP,443,61453,648,1750930528.295461
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.296108
192.168.29.1,192.168.29.59,TCP,53,62924,54,1750930528.296864
192.168.29.1,192.168.29.59,TCP,53,62923,54,1750930528.296864
192.168.29.1,192.168.29.59,TCP,53,62925,54,1750930528.297385
192.168.29.59,192.168.29.1,TCP,62924,53,54,1750930528.297503
192.168.29.59,192.168.29.1,TCP,62923,53,54,1750930528.29763
192.168.29.59,192.168.29.1,TCP,62925,53,54,1750930528.297973
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930528.534316
192.168.29.59,202.163.7.42,TCP,61453,443,147,1750930528.535924
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930528.593609
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930528.593609
202.163.7.42,192.168.29.59,TCP,443,61453,254,1750930528.593961
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.59416
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930528.670339
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930528.702368
192.168.29.59,202.163.7.42,TCP,61453,443,212,1750930528.702748
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930528.759349
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930528.759349
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930528.759349
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930528.759349
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.759893
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930528.806521
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930528.946171
192.168.29.59,202.163.7.42,TCP,61453,443,805,1750930528.94669
192.168.29.59,192.168.29.1,TCP,62928,53,66,1750930528.994583
192.168.29.59,192.168.29.1,TCP,62929,53,66,1750930528.995283
192.168.29.59,192.168.29.1,TCP,62930,53,66,1750930528.996337
192.168.29.1,192.168.29.59,TCP,53,62928,66,1750930529.007091
192.168.29.1,192.168.29.59,TCP,53,62929,66,1750930529.007091
192.168.29.1,192.168.29.59,TCP,53,62930,66,1750930529.007091
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930529.007091
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930529.007091
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930529.007091
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930529.007091
192.168.29.59,192.168.29.1,TCP,62928,53,54,1750930529.007996
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930529.008104
192.168.29.59,192.168.29.1,TCP,62929,53,54,1750930529.008156
192.168.29.59,192.168.29.1,TCP,62930,53,54,1750930529.008221
192.168.29.59,192.168.29.1,TCP,62928,53,93,1750930529.008251
192.168.29.59,192.168.29.1,TCP,62930,53,93,1750930529.00842
192.168.29.59,192.168.29.1,TCP,62929,53,93,1750930529.008431
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930529.008618
192.168.29.59,202.163.7.42,TCP,61453,443,208,1750930529.009044
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930529.009585
