Source IP,Destination IP,Protocol,Source Port,Destination Port,Packet Length,Relative Time
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930531.248652
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930531.248652
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930531.248652
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930531.248652
202.163.7.42,192.168.29.59,TCP,443,61453,141,1750930531.248652
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249251
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249484
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249601
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.249716
202.163.7.42,192.168.29.59,TCP,443,61453,260,1750930531.250651
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.250651
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.252134
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.256365
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.292967
202.163.7.42,192.168.29.59,TCP,443,61453,1514,1750930531.302955
202.163.7.42,192.168.29.59,TCP,443,61453,695,1750930531.302955
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.30346
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.419384
192.168.29.59,202.163.7.42,TCP,61453,443,731,1750930531.41984
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.478021
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.478021
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930531.478021
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.479581
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.480388
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.480815
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.480815
192.168.29.59,202.163.7.42,TCP,61453,443,331,1750930531.480815
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.539042
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.539042
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930531.539583
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.539907
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.670004
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.670421
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.670421
192.168.29.59,202.163.7.42,TCP,61453,443,594,1750930531.670421
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.726105
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930531.726418
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930531.726418
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930531.726821
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930531.727098
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930531.952498
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.952946
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930531.952946
192.168.29.59,202.163.7.42,TCP,61453,443,601,1750930531.952946
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.010071
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.010071
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.012957
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.012957
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.013469
192.168.29.59,192.168.29.1,TCP,62957,53,66,1750930532.028022
192.168.29.59,192.168.29.1,TCP,62958,53,66,1750930532.028565
192.168.29.59,192.168.29.1,TCP,62959,53,66,1750930532.029222
192.168.29.1,192.168.29.59,TCP,53,62957,66,1750930532.034072
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.034479
192.168.29.1,192.168.29.59,TCP,53,62958,66,1750930532.034891
192.168.29.59,192.168.29.1,TCP,62957,53,100,1750930532.035193
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.035273
192.168.29.59,192.168.29.1,TCP,62958,53,100,1750930532.035838
192.168.29.1,192.168.29.59,TCP,53,62959,66,1750930532.036854
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.03726
192.168.29.59,192.168.29.1,TCP,62959,53,100,1750930532.037868
192.168.29.1,192.168.29.59,TCP,53,62957,54,1750930532.040781
192.168.29.1,192.168.29.59,TCP,53,62958,54,1750930532.04365
192.168.29.1,192.168.29.59,TCP,53,62959,54,1750930532.04655
192.168.29.1,192.168.29.59,TCP,53,62958,55,1750930532.063097
192.168.29.1,192.168.29.59,TCP,53,62957,55,1750930532.063874
192.168.29.1,192.168.29.59,TCP,53,62959,55,1750930532.073666
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.117202
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.11737
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.117439
192.168.29.1,192.168.29.59,TCP,53,62958,115,1750930532.125672
192.168.29.1,192.168.29.59,TCP,53,62957,127,1750930532.125672
192.168.29.1,192.168.29.59,TCP,53,62959,149,1750930532.125672
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.128261
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.128531
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.128766
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.130388
192.168.29.1,192.168.29.59,TCP,53,62959,54,1750930532.130451
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.130746
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.130746
192.168.29.59,202.163.7.42,TCP,61453,443,1137,1750930532.130746
192.168.29.59,192.168.29.1,TCP,62959,53,54,1750930532.130933
192.168.29.1,192.168.29.59,TCP,53,62957,54,1750930532.133563
192.168.29.1,192.168.29.59,TCP,53,62958,54,1750930532.133563
192.168.29.59,192.168.29.1,TCP,62957,53,54,1750930532.134216
192.168.29.59,192.168.29.1,TCP,62958,53,54,1750930532.134215
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.188956
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.188956
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930532.188956
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930532.188956
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.189408
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.189933
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.190374
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.190374
192.168.29.59,202.163.7.42,TCP,61453,443,1143,1750930532.190374
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.190979
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.191329
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.191329
192.168.29.59,202.163.7.42,TCP,61453,443,1150,1750930532.191329
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.191881
192.168.29.59,202.163.7.42,TCP,61453,443,278,1750930532.192145
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.19254
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.1928
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.1928
192.168.29.59,202.163.7.42,TCP,61453,443,1157,1750930532.1928
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.193304
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.193603
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930532.193603
192.168.29.59,202.163.7.42,TCP,61453,443,1191,1750930532.193603
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.246002
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.246311
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.246799
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.247056
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.253317
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930532.253317
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.253317
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930532.253317
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.253317
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930532.253317
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.253317
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930532.253317
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.253977
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.254195
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.254321
192.168.29.59,192.168.29.1,TCP,62961,53,66,1750930532.257746
192.168.29.59,192.168.29.1,TCP,62962,53,66,1750930532.258311
192.168.29.59,192.168.29.1,TCP,62963,53,66,1750930532.258944
192.168.29.1,192.168.29.59,TCP,53,62961,66,1750930532.266402
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.266733
192.168.29.1,192.168.29.59,TCP,53,62962,66,1750930532.26696
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.267271
192.168.29.59,192.168.29.1,TCP,62961,53,88,1750930532.267547
192.168.29.59,192.168.29.1,TCP,62962,53,88,1750930532.267966
192.168.29.1,192.168.29.59,TCP,53,62963,66,1750930532.270529
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.270928
192.168.29.59,192.168.29.1,TCP,62963,53,88,1750930532.271674
192.168.29.1,192.168.29.59,TCP,53,62961,54,1750930532.277179
192.168.29.1,192.168.29.59,TCP,53,62962,54,1750930532.277179
192.168.29.1,192.168.29.59,TCP,53,62963,54,1750930532.278014
192.168.29.1,192.168.29.59,TCP,53,62961,55,1750930532.294282
192.168.29.1,192.168.29.59,TCP,53,62962,55,1750930532.303051
192.168.29.1,192.168.29.59,TCP,53,62963,55,1750930532.308881
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.343338
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.343523
192.168.29.1,192.168.29.59,TCP,53,62961,136,1750930532.346086
192.168.29.1,192.168.29.59,TCP,53,62962,124,1750930532.346086
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.347157
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.347309
192.168.29.1,192.168.29.59,TCP,53,62962,54,1750930532.349106
192.168.29.1,192.168.29.59,TCP,53,62961,54,1750930532.349453
192.168.29.59,192.168.29.1,TCP,62962,53,54,1750930532.349654
192.168.29.59,192.168.29.1,TCP,62961,53,54,1750930532.349904
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.352103
192.168.29.1,192.168.29.59,TCP,53,62963,158,1750930532.354724
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.356009
192.168.29.1,192.168.29.59,TCP,53,62963,54,1750930532.363939
192.168.29.59,192.168.29.1,TCP,62963,53,54,1750930532.364382
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930532.767583
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930532.867122
192.168.29.59,202.163.7.42,TCP,61453,443,727,1750930532.867773
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.92621
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.92621
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930532.92621
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930532.92621
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.926744
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930532.927108
192.168.29.59,202.163.7.42,TCP,61453,443,184,1750930532.927387
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930532.983314
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930532.984314
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930532.984314
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930532.984562
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.096237
192.168.29.59,202.163.7.42,TCP,61453,443,274,1750930533.096595
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.155127
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.155127
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.155127
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.155645
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.156172
192.168.29.59,202.163.7.42,TCP,61453,443,271,1750930533.156691
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.216334
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.216334
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930533.216334
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930533.216334
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.216994
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.259676
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.321545
192.168.29.59,202.163.7.42,TCP,61453,443,258,1750930533.321789
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.322044
192.168.29.59,202.163.7.42,TCP,61453,443,205,1750930533.322163
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.322378
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.322494
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.322494
192.168.29.59,202.163.7.42,TCP,61453,443,1212,1750930533.322494
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.379272
202.163.7.42,192.168.29.59,TCP,443,61453,135,1750930533.379272
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.379588
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930533.384012
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930533.384012
202.163.7.42,192.168.29.59,TCP,443,61453,379,1750930533.384012
202.163.7.42,192.168.29.59,TCP,443,61453,143,1750930533.384012
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.384535
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.384751
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.428203
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.437774
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.490321
192.168.29.59,202.163.7.42,TCP,61453,443,151,1750930533.490721
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.491154
192.168.29.59,202.163.7.42,TCP,61453,443,222,1750930533.491419
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.547546
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.547546
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930533.547546
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.547546
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.548009
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930533.549809
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.591261
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930533.655399
192.168.29.59,202.163.7.42,TCP,61453,443,171,1750930533.655879
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.656771
192.168.29.59,202.163.7.42,TCP,61453,443,356,1750930533.657109
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.71502
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930533.71502
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.71502
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930533.71502
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.715857
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.834121
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.834707
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.834707
192.168.29.59,202.163.7.42,TCP,61453,443,1259,1750930533.834707
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.835312
192.168.29.59,202.163.7.42,TCP,61453,443,1183,1750930533.83593
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.893232
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.893232
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.893232
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930533.893232
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.893232
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930533.893232
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.893927
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.894168
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.894373
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.894718
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930533.894718
192.168.29.59,202.163.7.42,TCP,61453,443,1343,1750930533.894718
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.953247
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930533.953247
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930533.953247
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930533.953247
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930533.953247
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930533.953799
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930533.954236
192.168.29.59,202.163.7.42,TCP,61453,443,368,1750930533.954615
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.010891
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.010891
202.163.7.42,192.168.29.59,TCP,443,61453,203,1750930534.014309
202.163.7.42,192.168.29.59,TCP,443,61453,192,1750930534.014309
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.014763
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.062583
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.121727
192.168.29.59,202.163.7.42,TCP,61453,443,330,1750930534.12239
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.123037
192.168.29.59,202.163.7.42,TCP,61453,443,1189,1750930534.124193
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.181342
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.181342
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.181342
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930534.181342
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.181342
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.181342
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930534.181342
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.182024
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.182228
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.234409
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.291032
192.168.29.59,202.163.7.42,TCP,61453,443,586,1750930534.291669
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.352372
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.352372
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.352372
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930534.352372
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.352939
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.353431
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930534.35385
192.168.29.59,202.163.7.42,TCP,61453,443,624,1750930534.35385
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.354426
192.168.29.59,202.163.7.42,TCP,61453,443,1210,1750930534.354908
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.41225
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.41225
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.412723
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.412723
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930534.412723
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.41303
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.415227
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930534.415227
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.415688
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.456166
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.517006
192.168.29.59,202.163.7.42,TCP,61453,443,1196,1750930534.517491
192.168.29.59,192.168.29.1,TCP,62966,53,66,1750930534.523811
192.168.29.59,192.168.29.1,TCP,62967,53,66,1750930534.524512
192.168.29.59,192.168.29.1,TCP,62968,53,66,1750930534.525049
192.168.29.1,192.168.29.59,TCP,53,62966,66,1750930534.532107
192.168.29.1,192.168.29.59,TCP,53,62967,66,1750930534.532107
192.168.29.1,192.168.29.59,TCP,53,62968,66,1750930534.532107
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.532601
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.532728
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.532798
192.168.29.59,192.168.29.1,TCP,62968,53,95,1750930534.533305
192.168.29.59,192.168.29.1,TCP,62966,53,95,1750930534.533301
192.168.29.59,192.168.29.1,TCP,62967,53,95,1750930534.534298
192.168.29.1,192.168.29.59,TCP,53,62968,54,1750930534.542342
192.168.29.1,192.168.29.59,TCP,53,62966,54,1750930534.542342
192.168.29.1,192.168.29.59,TCP,53,62967,54,1750930534.542342
192.168.29.1,192.168.29.59,TCP,53,62966,55,1750930534.562826
192.168.29.1,192.168.29.59,TCP,53,62968,55,1750930534.566523
192.168.29.1,192.168.29.59,TCP,53,62967,55,1750930534.566913
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.574692
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.574692
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.574692
202.163.7.42,192.168.29.59,TCP,443,61453,149,1750930534.574692
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.575215
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930534.575777
192.168.29.59,202.163.7.42,TCP,61453,443,262,1750930534.576324
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930534.576913
192.168.29.59,202.163.7.42,TCP,61453,443,344,1750930534.577252
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.608853
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.608998
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.609042
192.168.29.1,192.168.29.59,TCP,53,62966,174,1750930534.612448
192.168.29.1,192.168.29.59,TCP,53,62968,174,1750930534.612448
192.168.29.1,192.168.29.59,TCP,53,62967,158,1750930534.612448
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.613567
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.613801
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.614056
192.168.29.59,18.161.216.90,TCP,62969,443,66,1750930534.614908
192.168.29.1,192.168.29.59,TCP,53,62967,54,1750930534.615807
192.168.29.1,192.168.29.59,TCP,53,62966,54,1750930534.616134
192.168.29.59,192.168.29.1,TCP,62967,53,54,1750930534.616294
192.168.29.59,192.168.29.1,TCP,62966,53,54,1750930534.6166
192.168.29.1,192.168.29.59,TCP,53,62968,54,1750930534.618681
192.168.29.59,192.168.29.1,TCP,62968,53,54,1750930534.619327
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.636978
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930534.636978
202.163.7.42,192.168.29.59,TCP,443,61453,451,1750930534.636978
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.637411
18.161.216.90,192.168.29.59,TCP,443,62969,66,1750930534.637792
192.168.29.59,18.161.216.90,TCP,62969,443,54,1750930534.63825
192.168.29.59,18.161.216.90,TCP,62969,443,571,1750930534.656879
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.753587
192.168.29.59,202.163.7.42,TCP,61453,443,1217,1750930534.75399
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.754655
192.168.29.59,202.163.7.42,TCP,61453,443,1237,1750930534.755093
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.81728
202.163.7.42,192.168.29.59,TCP,443,61453,122,1750930534.81728
202.163.7.42,192.168.29.59,TCP,443,61453,202,1750930534.81728
202.163.7.42,192.168.29.59,TCP,443,61453,137,1750930534.81728
202.163.7.42,192.168.29.59,TCP,443,61453,256,1750930534.81728
192.168.29.178,192.168.29.255,UDP,42152,5775,86,1750930534.81728
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.818371
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.818652
192.168.29.59,18.161.216.90,TCP,62969,443,571,1750930534.899207
192.168.29.59,202.163.7.42,TCP,61453,443,132,1750930534.939054
192.168.29.59,202.163.7.42,TCP,61453,443,1514,1750930534.939501
192.168.29.59,202.163.7.42,TCP,61453,443,615,1750930534.939501
18.161.216.90,192.168.29.59,TCP,443,62969,54,1750930534.943985
18.161.216.90,192.168.29.59,TCP,443,62969,66,1750930534.943985
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930534.943985
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930534.943985
18.161.216.90,192.168.29.59,TCP,443,62969,583,1750930534.943985
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930534.943985
192.168.29.59,18.161.216.90,TCP,62969,443,66,1750930534.944804
192.168.29.59,18.161.216.90,TCP,62969,443,54,1750930534.944957
192.168.29.59,18.161.216.90,TCP,62969,443,118,1750930534.977526
192.168.29.59,18.161.216.90,TCP,62969,443,817,1750930534.983652
18.161.216.90,192.168.29.59,TCP,443,62969,54,1750930534.995298
18.161.216.90,192.168.29.59,TCP,443,62969,233,1750930534.996058
202.163.7.42,192.168.29.59,TCP,443,61453,56,1750930534.997441
202.163.7.42,192.168.29.59,TCP,443,61453,109,1750930534.997441
202.163.7.42,192.168.29.59,TCP,443,61453,268,1750930534.997785
192.168.29.59,202.163.7.42,TCP,61453,443,54,1750930534.997993
192.168.29.59,202.163.7.42,TCP,61453,443,131,1750930534.998407
192.168.29.59,202.163.7.42,TCP,61453,443,134,1750930534.998824
18.161.216.90,192.168.29.59,TCP,443,62969,721,1750930535.007372
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372
18.161.216.90,192.168.29.59,TCP,443,62969,1494,1750930535.007372
